Year,Année,ISO,Jurisdiction,Juridiction,Management,Aménagement,Harvesting method,Méthode de récolte,Tenure (En),Tenure (Fr),Area (hectares),Data qualifier,Superficie (en hectare),Qualificatifs de données
1981,1981,BC,British Columbia,Colombie-Britannique,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1981,1981,BC,British Columbia,Colombie-Britannique,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Unspecified,Indéterminée,22741,E,22741,E
1981,1981,BC,British Columbia,Colombie-Britannique,Even-aged management,Aménagement équienne,Unspecified,Indéterminée,Unspecified,Indéterminée,125148,a,125148,a
1981,1981,MB,Manitoba,Manitoba,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1981,1981,MB,Manitoba,Manitoba,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1981,1981,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1981,1981,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1981,1981,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1981,1981,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1981,1981,NS,Nova Scotia,Nouvelle-Écosse,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1981,1981,NS,Nova Scotia,Nouvelle-Écosse,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1981,1981,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1981,1981,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1981,1981,ON,Ontario,Ontario,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1981,1981,ON,Ontario,Ontario,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1981,1981,PE,Prince Edward Island,Île-du-Prince-Édouard,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1981,1981,PE,Prince Edward Island,Île-du-Prince-Édouard,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1981,1981,QC,Quebec,Québec,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1981,1981,QC,Quebec,Québec,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1981,1981,SK,Saskatchewan,Saskatchewan,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1981,1981,SK,Saskatchewan,Saskatchewan,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1981,1981,YT,Yukon,Yukon,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1981,1981,YT,Yukon,Yukon,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1982,1982,AB,Alberta,Alberta,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1982,1982,AB,Alberta,Alberta,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1982,1982,AB,Alberta,Alberta,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Provincial land,Terres provinciales,37065,a,37065,a
1982,1982,AB,Alberta,Alberta,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Provincial land,Terres provinciales,0,a,0,a
1982,1982,AB,Alberta,Alberta,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Provincial land,Terres provinciales,418,a,418,a
1982,1982,AB,Alberta,Alberta,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,71,a,71,a
1982,1982,AB,Alberta,Alberta,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Provincial land,Terres provinciales,0,a,0,a
1982,1982,BC,British Columbia,Colombie-Britannique,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1982,1982,BC,British Columbia,Colombie-Britannique,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1982,1982,BC,British Columbia,Colombie-Britannique,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Unspecified,Indéterminée,27742,E,27742,E
1982,1982,BC,British Columbia,Colombie-Britannique,Even-aged management,Aménagement équienne,Unspecified,Indéterminée,Unspecified,Indéterminée,134430,a,134430,a
1982,1982,MB,Manitoba,Manitoba,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1982,1982,MB,Manitoba,Manitoba,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1982,1982,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1982,1982,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1982,1982,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1982,1982,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1982,1982,NS,Nova Scotia,Nouvelle-Écosse,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1982,1982,NS,Nova Scotia,Nouvelle-Écosse,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1982,1982,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1982,1982,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1982,1982,ON,Ontario,Ontario,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1982,1982,ON,Ontario,Ontario,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1982,1982,PE,Prince Edward Island,Île-du-Prince-Édouard,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1982,1982,PE,Prince Edward Island,Île-du-Prince-Édouard,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1982,1982,QC,Quebec,Québec,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1982,1982,QC,Quebec,Québec,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1982,1982,SK,Saskatchewan,Saskatchewan,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1982,1982,SK,Saskatchewan,Saskatchewan,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1982,1982,YT,Yukon,Yukon,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1982,1982,YT,Yukon,Yukon,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1983,1983,AB,Alberta,Alberta,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1983,1983,AB,Alberta,Alberta,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1983,1983,AB,Alberta,Alberta,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Provincial land,Terres provinciales,44638,a,44638,a
1983,1983,AB,Alberta,Alberta,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Provincial land,Terres provinciales,0,a,0,a
1983,1983,AB,Alberta,Alberta,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Provincial land,Terres provinciales,931,a,931,a
1983,1983,AB,Alberta,Alberta,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,0,a,0,a
1983,1983,AB,Alberta,Alberta,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Provincial land,Terres provinciales,0,a,0,a
1983,1983,BC,British Columbia,Colombie-Britannique,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1983,1983,BC,British Columbia,Colombie-Britannique,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1983,1983,BC,British Columbia,Colombie-Britannique,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Unspecified,Indéterminée,22282,E,22282,E
1983,1983,BC,British Columbia,Colombie-Britannique,Even-aged management,Aménagement équienne,Unspecified,Indéterminée,Unspecified,Indéterminée,165946,a,165946,a
1983,1983,MB,Manitoba,Manitoba,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1983,1983,MB,Manitoba,Manitoba,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1983,1983,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1983,1983,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1983,1983,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1983,1983,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1983,1983,NS,Nova Scotia,Nouvelle-Écosse,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1983,1983,NS,Nova Scotia,Nouvelle-Écosse,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1983,1983,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1983,1983,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1983,1983,ON,Ontario,Ontario,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1983,1983,ON,Ontario,Ontario,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1983,1983,PE,Prince Edward Island,Île-du-Prince-Édouard,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1983,1983,PE,Prince Edward Island,Île-du-Prince-Édouard,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1983,1983,QC,Quebec,Québec,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1983,1983,QC,Quebec,Québec,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1983,1983,SK,Saskatchewan,Saskatchewan,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1983,1983,SK,Saskatchewan,Saskatchewan,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1983,1983,YT,Yukon,Yukon,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1983,1983,YT,Yukon,Yukon,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1984,1984,AB,Alberta,Alberta,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1984,1984,AB,Alberta,Alberta,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1984,1984,AB,Alberta,Alberta,Even-aged management,Aménagement équienne,Clearcut - 1-stage and 2-stage,Coupe à blanc - 1-étape et 2-étape,Provincial land,Terres provinciales,32111,a,32111,a
1984,1984,AB,Alberta,Alberta,Even-aged management,Aménagement équienne,Seed tree,Avec réserve de semenciers,Provincial land,Terres provinciales,0,a,0,a
1984,1984,AB,Alberta,Alberta,Even-aged management,Aménagement équienne,Shelterwood,Progressive,Provincial land,Terres provinciales,201,a,201,a
1984,1984,AB,Alberta,Alberta,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Provincial land,Terres provinciales,0,a,0,a
1984,1984,AB,Alberta,Alberta,Uneven-aged management,Aménagement inéquienne,Commercial thinning,Éclaircie commerciale,Provincial land,Terres provinciales,0,a,0,a
1984,1984,BC,British Columbia,Colombie-Britannique,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1984,1984,BC,British Columbia,Colombie-Britannique,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1984,1984,BC,British Columbia,Colombie-Britannique,Uneven-aged management,Aménagement inéquienne,Selection,Coupe de jardinage,Unspecified,Indéterminée,27230,E,27230,E
1984,1984,BC,British Columbia,Colombie-Britannique,Even-aged management,Aménagement équienne,Unspecified,Indéterminée,Unspecified,Indéterminée,171223,a,171223,a
1984,1984,MB,Manitoba,Manitoba,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1984,1984,MB,Manitoba,Manitoba,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1984,1984,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1984,1984,NB,New Brunswick,Nouveau-Brunswick,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1984,1984,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1984,1984,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1984,1984,NS,Nova Scotia,Nouvelle-Écosse,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1984,1984,NS,Nova Scotia,Nouvelle-Écosse,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1984,1984,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1984,1984,NT,Northwest Territories,Territoires du Nord-Ouest,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1984,1984,ON,Ontario,Ontario,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1984,1984,ON,Ontario,Ontario,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1984,1984,PE,Prince Edward Island,Île-du-Prince-Édouard,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1984,1984,PE,Prince Edward Island,Île-du-Prince-Édouard,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1984,1984,QC,Quebec,Québec,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1984,1984,QC,Quebec,Québec,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1984,1984,SK,Saskatchewan,Saskatchewan,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
1984,1984,SK,Saskatchewan,Saskatchewan,Even-aged management,Aménagement équienne,Other,Autre,Provincial land,Terres provinciales,0,E,0,E
1984,1984,YT,Yukon,Yukon,Even-aged management,Aménagement équienne,Other,Autre,Private land,Terres privées,0,E,0,E
